,HomeTeam,AwayTeam,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5
6976,Southampton,Man United,D,2,2,D,16,11,6,5,12,13,3,5,4,4,0,0,10,20,24,21,0,1,0,0,1,0,0,0,1,1,0,1
6977,Arsenal,Tottenham,H,1,2,A,22,11,7,6,15,17,8,5,3,3,0,1,28,23,16,11,0,0,1,0,1,1,0,0,1,1,1,0
6978,Chelsea,Fulham,H,1,0,H,16,9,9,4,8,17,4,6,2,1,0,0,28,14,11,33,0,0,0,0,1,0,0,1,0,1,1,1
6979,Liverpool,Everton,H,0,0,D,16,9,3,3,12,7,8,1,3,2,0,0,26,20,5,15,0,0,0,1,1,1,0,0,0,1,0,1
6980,Bournemouth,Huddersfield,H,2,1,H,6,23,2,6,14,11,4,8,4,2,0,0,23,9,21,24,1,0,1,0,1,0,1,0,1,0,1,1
6981,Brighton,Crystal Palace,H,3,0,H,9,18,3,5,14,12,4,5,2,3,1,0,16,10,20,17,1,0,1,0,1,1,0,1,1,1,0,1
6982,Watford,Man City,A,0,1,A,11,15,7,7,4,8,3,11,0,1,0,0,17,43,19,6,1,0,0,0,1,0,0,0,0,0,0,1
6983,West Ham,Cardiff,H,0,0,D,17,9,11,5,10,10,10,4,1,2,0,0,17,13,22,27,0,1,0,0,1,1,1,0,1,0,0,1
6984,Burnley,Liverpool,A,0,0,D,10,18,6,12,10,3,5,9,1,0,0,0,13,27,29,5,1,0,0,1,0,1,0,0,1,0,1,1
6985,Everton,Newcastle,D,1,1,D,19,8,3,5,7,18,14,2,0,5,0,0,20,11,16,19,0,0,1,1,1,1,0,0,1,0,1,0
6986,Fulham,Leicester,D,1,0,H,25,13,7,5,12,7,10,8,0,0,0,0,14,20,35,17,0,1,0,1,1,1,0,1,0,0,1,1
6987,Man United,Arsenal,D,1,1,D,10,9,7,4,13,10,4,4,3,3,0,0,22,32,23,18,0,0,1,0,1,0,0,0,1,0,0,0
6988,Tottenham,Southampton,H,1,0,H,13,18,8,5,7,5,8,6,0,0,0,0,25,12,15,26,0,0,1,0,0,1,0,0,0,1,0,0
6989,Wolves,Chelsea,H,0,1,A,6,17,2,3,18,10,1,5,4,4,0,0,13,30,17,11,0,1,1,1,0,0,0,0,1,1,0,0
6990,Arsenal,Huddersfield,H,0,0,D,14,6,2,0,13,20,7,1,5,4,0,0,34,10,20,26,0,0,1,0,1,1,1,0,1,0,1,1
6991,Bournemouth,Liverpool,A,0,1,A,8,10,2,4,9,11,6,6,2,1,0,0,25,30,22,6,1,0,1,0,1,0,0,0,1,0,1,1
6992,Burnley,Brighton,H,1,0,H,14,14,4,1,11,11,2,7,2,0,0,0,14,19,32,21,1,0,0,1,0,1,1,0,1,1,0,0
6993,Cardiff,Southampton,H,0,0,D,13,12,4,1,9,10,7,7,2,2,0,0,14,13,30,29,1,0,1,0,0,1,0,0,0,1,0,0
6994,Chelsea,Man City,H,1,0,H,8,14,5,4,12,11,1,13,2,0,0,0,31,45,13,7,0,0,0,0,1,0,0,0,0,0,0,1
6995,Leicester,Tottenham,A,0,1,A,11,7,3,2,12,7,6,5,3,1,0,0,21,28,18,16,0,0,0,1,1,0,0,0,1,1,1,0
6996,Man United,Fulham,H,3,0,H,20,10,11,4,11,15,10,3,1,1,0,1,24,15,25,36,0,0,1,0,1,0,0,1,0,1,1,1
6997,West Ham,Crystal Palace,H,0,1,A,13,8,6,4,10,8,5,3,1,2,0,0,20,11,23,20,0,1,0,0,1,1,0,1,1,1,0,1
6998,Newcastle,Wolves,A,1,1,D,12,13,4,6,10,17,4,6,2,5,1,0,12,15,20,18,0,1,0,0,0,1,0,1,1,0,1,1
6999,Everton,Watford,D,1,0,H,12,15,5,3,13,13,6,6,1,1,0,0,21,18,17,21,0,0,1,1,1,1,1,0,0,0,0,0
7000,Crystal Palace,Leicester,H,1,0,H,8,12,1,2,10,8,4,4,2,1,0,0,13,21,23,20,0,1,1,1,1,0,0,1,0,0,1,1
7001,Fulham,West Ham,A,0,2,A,16,6,4,3,14,10,6,4,2,1,0,0,16,23,40,25,0,1,0,1,1,1,0,0,0,0,1,0
7002,Huddersfield,Newcastle,A,0,0,D,15,8,5,5,5,13,10,1,1,1,0,0,10,13,27,22,1,0,1,1,0,0,0,0,1,0,1,0
7003,Man City,Everton,H,1,0,H,13,9,5,2,7,9,6,2,1,2,0,0,45,23,9,19,0,1,0,0,0,0,0,0,0,1,0,1
7004,Tottenham,Burnley,H,0,0,D,15,4,3,0,7,8,8,3,0,2,0,0,30,15,16,32,0,0,1,0,0,1,1,0,0,1,0,1
7005,Watford,Cardiff,H,1,0,H,17,10,8,3,7,5,5,0,0,0,0,0,20,15,23,30,1,0,0,0,1,0,1,0,1,0,0,1
7006,Wolves,Bournemouth,H,1,0,H,9,13,3,3,15,7,5,3,1,2,0,0,17,25,19,26,0,1,1,1,0,0,1,0,1,0,1,0
7007,Brighton,Chelsea,A,0,2,A,6,10,2,3,14,6,4,1,2,2,0,0,19,33,22,13,1,0,1,0,1,1,0,0,1,1,0,0
7008,Liverpool,Man United,H,1,1,D,36,6,11,2,6,14,13,2,0,2,0,0,34,28,6,26,0,0,0,1,1,1,0,0,1,1,0,1
7009,Southampton,Arsenal,H,2,1,H,12,13,7,4,12,10,4,5,3,1,0,0,13,35,30,20,0,1,0,0,1,0,0,0,1,0,0,0
7010,Wolves,Liverpool,A,0,1,A,11,15,5,6,7,3,1,10,0,0,0,0,19,37,19,7,0,1,1,1,0,0,0,0,1,0,1,1
7011,Arsenal,Burnley,H,1,0,H,10,7,6,2,10,14,1,3,2,5,0,0,37,15,23,33,0,0,1,0,1,1,1,0,0,1,0,1
7012,Bournemouth,Brighton,H,1,0,H,14,10,3,5,8,18,6,5,2,0,0,1,25,20,28,24,1,0,1,0,1,0,1,0,1,1,0,0
7013,Cardiff,Man United,A,1,3,A,9,17,3,9,13,13,4,7,2,1,0,0,17,29,33,29,1,0,1,0,0,1,0,0,1,1,0,1
7014,Chelsea,Leicester,A,0,0,D,17,8,5,3,10,9,9,5,0,2,0,0,35,21,14,21,0,0,0,0,1,0,0,1,0,0,1,1
7015,Huddersfield,Southampton,A,0,2,A,16,13,5,6,12,9,8,2,2,3,0,0,10,16,28,32,1,0,1,1,0,0,0,0,0,1,0,0
7016,Man City,Crystal Palace,A,1,2,A,19,5,5,3,7,6,13,0,0,4,0,0,48,14,10,23,0,1,0,0,0,0,0,1,1,1,0,1
7017,Newcastle,Fulham,D,0,0,D,9,4,0,2,9,12,6,0,1,2,0,0,14,16,22,42,0,1,0,0,0,1,0,1,0,1,1,1
7018,West Ham,Watford,A,0,1,A,18,11,7,5,9,11,10,4,3,2,0,0,25,23,25,25,0,1,0,0,1,1,1,0,0,0,0,0
7019,Everton,Tottenham,A,1,3,A,10,17,3,8,13,9,2,1,0,2,0,0,24,31,22,16,0,0,1,1,1,1,0,0,1,1,1,0
7020,Brighton,Arsenal,D,1,1,D,12,7,3,4,10,4,4,9,2,1,0,0,20,40,26,24,1,0,1,0,1,1,0,0,1,0,0,0
7021,Burnley,Everton,A,1,3,A,11,13,4,6,11,19,5,7,2,4,0,0,16,26,36,28,1,0,0,1,0,1,0,0,0,1,0,1
7022,Crystal Palace,Cardiff,D,0,0,D,31,9,5,4,9,11,12,1,0,3,0,0,17,18,25,38,0,1,1,1,1,0,1,0,1,0,0,1
7023,Fulham,Wolves,D,0,0,D,11,14,9,5,9,6,2,0,2,1,0,0,16,19,42,21,0,1,0,1,1,1,0,1,1,0,1,1
7024,Leicester,Man City,H,1,1,D,10,11,5,4,5,8,3,7,2,2,0,1,22,50,21,13,0,0,0,1,1,0,0,0,0,0,0,1
7025,Liverpool,Newcastle,H,1,0,H,16,6,8,2,7,9,10,2,0,0,0,0,39,14,7,22,0,0,0,1,1,1,0,0,1,0,1,0
7026,Man United,Huddersfield,H,1,0,H,16,10,10,2,9,13,5,3,1,1,0,0,34,11,30,31,0,0,1,0,1,0,1,0,1,0,1,1
7027,Tottenham,Bournemouth,H,3,0,H,10,14,7,4,4,8,3,4,2,1,0,0,37,27,18,28,0,0,1,0,0,1,1,0,1,0,1,0
7028,Watford,Chelsea,A,1,1,D,10,10,2,4,15,5,3,4,1,0,0,0,25,35,25,15,1,0,0,0,1,0,0,0,1,1,0,0
7029,Southampton,West Ham,A,0,0,D,11,16,5,5,10,3,4,5,2,0,0,0,19,25,33,27,0,1,0,0,1,0,0,0,0,0,1,0
7030,Brighton,Everton,H,0,0,D,11,13,3,4,10,11,6,6,0,2,0,0,21,31,27,29,1,0,1,0,1,1,0,0,0,1,0,1
7031,Fulham,Huddersfield,H,0,0,D,14,9,5,5,12,10,4,3,3,1,0,0,17,12,43,34,0,1,0,1,1,1,1,0,1,0,1,1
7032,Leicester,Cardiff,A,0,0,D,16,12,7,3,14,16,10,4,0,2,0,0,24,18,22,38,0,0,0,1,1,0,1,0,1,0,0,1
7033,Liverpool,Arsenal,H,4,1,H,15,8,10,2,8,13,5,3,1,2,0,0,43,41,7,25,0,0,0,1,1,1,0,0,1,0,0,0
7034,Tottenham,Wolves,A,1,0,H,10,11,3,4,7,7,6,7,3,2,0,0,42,20,18,22,0,0,1,0,0,1,0,1,1,0,1,1
7035,Watford,Newcastle,D,0,1,A,12,8,5,2,17,16,3,6,1,2,0,0,26,14,27,26,1,0,0,0,1,0,0,0,1,0,1,0
7036,Burnley,West Ham,H,2,0,H,17,11,5,4,15,11,5,5,1,4,0,0,17,27,41,28,1,0,0,1,0,1,0,0,0,0,1,0
7037,Crystal Palace,Chelsea,A,0,0,D,4,12,0,4,11,8,3,4,0,1,0,0,17,37,25,16,0,1,1,1,1,0,0,0,1,1,0,0
7038,Man United,Bournemouth,H,3,1,H,11,7,8,3,10,7,4,5,2,0,1,0,37,27,31,33,0,0,1,0,1,0,1,0,1,0,1,0
7039,Southampton,Man City,A,1,3,A,5,14,4,6,11,10,3,8,2,3,1,0,20,51,35,15,0,1,0,0,1,0,0,0,0,0,0,1
7040,Arsenal,Fulham,H,1,0,H,16,9,9,4,7,12,8,3,0,1,0,0,42,18,30,43,0,0,1,0,1,1,0,1,0,1,1,1
7041,Cardiff,Tottenham,A,0,3,A,6,13,3,4,6,6,5,3,1,0,0,0,19,43,38,21,1,0,1,0,0,1,0,0,1,1,1,0
7042,Everton,Leicester,A,0,0,D,17,8,2,4,5,8,6,5,3,1,0,0,31,24,30,23,0,0,1,1,1,1,0,1,0,0,1,1
7043,Bournemouth,Watford,D,3,3,D,25,11,12,3,9,15,4,2,1,4,0,0,28,27,37,28,1,0,1,0,1,0,1,0,0,0,0,0
7044,Chelsea,Southampton,D,0,0,D,17,6,6,2,8,11,7,2,1,2,0,0,38,21,16,38,0,0,0,0,1,0,0,0,0,1,0,0
7045,Huddersfield,Burnley,A,1,1,D,9,16,2,8,11,9,5,2,0,4,1,1,12,19,35,41,1,0,1,1,0,0,1,0,0,1,0,1
7046,Newcastle,Man United,A,0,0,D,14,16,3,7,10,9,1,2,1,2,0,0,15,41,27,32,0,1,0,0,0,1,0,0,1,1,0,1
7047,West Ham,Brighton,D,0,0,D,13,13,6,6,9,11,1,5,0,1,0,0,27,22,30,27,0,1,0,0,1,1,1,0,1,1,0,0
7048,Wolves,Crystal Palace,A,0,0,D,9,17,1,4,9,7,3,10,4,1,0,0,23,17,23,26,0,1,1,1,0,0,0,1,1,1,0,1
7049,Man City,Liverpool,H,1,0,H,9,7,4,5,12,7,2,1,4,2,0,0,54,48,16,8,0,1,0,0,0,0,0,0,1,0,1,1
7050,Brighton,Liverpool,A,0,0,D,7,10,0,3,15,5,2,7,0,0,0,0,24,49,29,10,1,0,1,0,1,1,0,0,1,0,1,1
7051,Burnley,Fulham,H,2,1,H,11,12,0,4,5,9,2,6,1,2,0,0,21,19,42,47,1,0,0,1,0,1,0,1,0,1,1,1
7052,Cardiff,Huddersfield,D,0,0,D,3,14,0,2,12,14,3,10,3,1,0,0,19,13,41,37,1,0,1,0,0,1,1,0,1,0,1,1
7053,Chelsea,Newcastle,H,1,1,D,10,9,6,2,6,13,8,5,1,1,0,0,38,15,16,29,0,0,0,0,1,0,0,0,1,0,1,0
7054,Crystal Palace,Watford,A,1,0,H,15,16,6,2,11,11,7,7,1,4,0,0,19,30,26,31,0,1,1,1,1,0,1,0,0,0,0,0
7055,Leicester,Southampton,A,0,2,A,23,8,6,3,7,9,10,3,2,1,0,1,25,21,23,38,0,0,0,1,1,0,0,0,0,1,0,0
7056,West Ham,Arsenal,H,0,0,D,11,11,3,2,7,10,7,3,0,2,0,0,29,46,32,31,0,1,0,0,1,1,0,0,1,0,0,0
7057,Everton,Bournemouth,H,0,0,D,15,16,3,7,17,8,5,9,5,0,0,0,31,31,31,40,0,0,1,1,1,1,1,0,1,0,1,0
7058,Tottenham,Man United,A,0,1,A,21,13,11,8,8,8,7,4,1,2,0,0,46,43,21,32,0,0,1,0,0,1,0,0,1,1,0,1
7059,Man City,Wolves,H,2,0,H,24,3,9,0,6,3,12,1,1,0,0,1,56,23,17,25,0,1,0,0,0,0,0,1,1,0,1,1
7060,Arsenal,Chelsea,H,2,0,H,13,13,5,1,13,15,5,6,0,2,0,0,46,40,32,17,0,0,1,0,1,1,0,0,1,1,0,0
7061,Bournemouth,West Ham,H,0,0,D,10,9,4,1,6,10,2,3,0,1,0,0,31,30,42,32,1,0,1,0,1,0,0,0,0,0,1,0
7062,Liverpool,Crystal Palace,H,0,1,A,19,9,9,3,6,8,8,3,0,1,1,0,50,20,10,28,0,0,0,1,1,1,0,1,1,1,0,1
7063,Man United,Brighton,H,2,0,H,20,7,5,3,11,11,6,5,1,0,0,0,44,24,32,30,0,0,1,0,1,0,1,0,1,1,0,0
7064,Newcastle,Cardiff,H,1,0,H,16,9,6,1,11,6,7,10,0,1,0,0,16,19,31,41,0,1,0,0,0,1,1,0,1,0,0,1
7065,Southampton,Everton,H,0,0,D,11,7,4,2,12,11,7,6,2,1,0,0,23,33,39,31,0,1,0,0,1,0,0,0,0,1,0,1
7066,Watford,Burnley,D,0,0,D,9,11,4,3,14,9,1,7,1,2,0,0,32,23,32,43,1,0,0,0,1,0,1,0,0,1,0,1
7067,Wolves,Leicester,H,2,0,H,12,16,7,6,11,10,5,9,3,3,0,0,23,26,28,25,0,1,1,1,0,0,0,1,0,0,1,1
7068,Fulham,Tottenham,A,1,0,H,12,14,4,5,10,8,7,10,2,3,0,0,20,46,49,22,0,1,0,1,1,1,0,0,1,1,1,0
7069,Huddersfield,Man City,A,0,1,A,5,12,2,4,10,9,1,4,2,2,0,0,13,59,37,17,1,0,1,1,0,0,0,0,0,0,0,1
7070,Arsenal,Cardiff,H,0,0,D,15,19,4,2,14,12,4,7,3,3,0,0,48,19,32,44,0,0,1,0,1,1,1,0,1,0,0,1
7071,Fulham,Brighton,H,0,2,A,24,15,7,6,10,5,10,1,2,3,0,0,21,25,51,32,0,1,0,1,1,1,1,0,1,1,0,0
7072,Huddersfield,Everton,A,0,1,A,10,10,2,5,13,10,3,4,1,4,0,1,13,34,40,33,1,0,1,1,0,0,0,0,0,1,0,1
7073,Man United,Burnley,D,0,0,D,28,6,9,4,10,9,11,3,1,3,0,0,46,23,33,43,0,0,1,0,1,0,1,0,0,1,0,1
7074,Newcastle,Man City,H,0,1,A,6,12,2,4,9,7,1,8,2,3,0,0,19,62,31,17,0,1,0,0,0,1,0,0,0,0,0,1
7075,Wolves,West Ham,H,0,0,D,20,4,9,0,8,10,5,1,4,1,0,0,27,30,31,34,0,1,1,1,0,0,0,0,0,0,1,0
7076,Bournemouth,Chelsea,H,0,0,D,12,11,7,7,8,6,3,7,1,0,0,0,33,40,42,19,1,0,1,0,1,0,0,0,1,1,0,0
7077,Liverpool,Leicester,D,1,1,D,10,5,3,2,13,6,7,1,1,3,0,0,54,29,13,29,0,0,0,1,1,1,0,1,0,0,1,1
7078,Southampton,Crystal Palace,D,0,1,A,13,15,4,3,11,8,3,8,2,2,0,1,25,23,40,32,0,1,0,0,1,0,0,1,1,1,0,1
7079,Tottenham,Watford,H,0,1,A,17,9,3,1,6,9,9,5,0,4,0,0,48,32,23,32,0,0,1,0,0,1,1,0,0,0,0,0
7080,Brighton,Watford,D,0,0,D,21,5,4,0,15,10,7,0,1,0,0,0,27,33,36,34,1,0,1,0,1,1,1,0,0,0,0,0
7081,Burnley,Southampton,D,0,0,D,15,10,6,4,10,9,4,2,3,1,0,0,25,26,45,41,1,0,0,1,0,1,0,0,0,1,0,0
7082,Cardiff,Bournemouth,H,1,0,H,12,9,5,2,17,14,6,7,1,2,0,0,20,37,46,42,1,0,1,0,0,1,1,0,1,0,1,0
7083,Chelsea,Huddersfield,H,2,0,H,23,5,7,2,8,5,11,2,0,0,0,0,40,13,23,41,0,0,0,0,1,0,1,0,1,0,1,1
7084,Crystal Palace,Fulham,H,1,0,H,17,8,6,0,9,12,11,1,2,3,0,0,24,25,33,53,0,1,1,1,1,0,0,1,0,1,1,1
7085,Everton,Wolves,A,1,2,A,13,8,4,4,12,14,3,1,3,1,0,0,35,30,33,31,0,0,1,1,1,1,0,1,1,0,1,1
7086,Tottenham,Newcastle,H,0,0,D,21,8,4,2,6,6,6,3,0,1,0,0,50,21,24,32,0,0,1,0,0,1,0,0,1,0,1,0
7087,Leicester,Man United,A,0,1,A,17,10,6,6,14,9,7,2,4,4,0,0,30,48,30,35,0,0,0,1,1,0,0,0,1,1,0,1
7088,Man City,Arsenal,H,2,1,H,19,4,12,2,11,8,4,2,1,1,0,0,63,50,19,33,0,1,0,0,0,0,0,0,1,0,0,0
7089,West Ham,Liverpool,D,1,1,D,13,11,2,6,9,11,2,5,1,1,0,0,30,55,37,14,0,1,0,0,1,1,0,0,1,0,1,1
7090,Everton,Man City,A,0,1,A,4,15,1,4,12,6,5,6,1,1,0,0,36,66,36,20,0,0,1,1,1,1,0,0,0,0,0,1
7091,Brighton,Burnley,A,0,1,A,16,9,6,5,8,7,9,3,1,1,0,0,27,26,36,46,1,0,1,0,1,1,1,0,0,1,0,1
7092,Crystal Palace,West Ham,D,0,1,A,25,6,5,4,12,9,10,4,3,0,0,0,26,31,33,38,0,1,1,1,1,0,0,0,0,0,1,0
7093,Fulham,Man United,A,0,2,A,15,15,3,7,14,9,5,4,3,2,0,0,25,49,55,35,0,1,0,1,1,1,0,0,1,1,0,1
7094,Huddersfield,Arsenal,A,0,2,A,15,9,6,4,17,12,5,0,3,2,0,0,13,51,46,36,1,0,1,1,0,0,0,0,1,0,0,0
7095,Liverpool,Bournemouth,H,2,0,H,20,12,9,2,14,6,8,5,2,2,0,0,56,37,15,44,0,0,0,1,1,1,1,0,1,0,1,0
7096,Southampton,Cardiff,A,0,0,D,14,6,7,3,15,12,8,2,3,3,0,0,27,22,42,46,0,1,0,0,1,0,1,0,1,0,0,1
7097,Watford,Everton,H,0,0,D,7,9,2,4,21,10,8,2,2,0,0,1,33,36,34,36,1,0,0,0,1,0,0,0,0,1,0,1
7098,Man City,Chelsea,H,4,0,H,15,12,9,4,9,13,2,2,1,2,0,0,66,45,20,23,0,1,0,0,0,0,0,0,1,1,0,0
7099,Tottenham,Leicester,H,1,0,H,12,20,5,9,11,4,2,9,3,1,0,0,51,30,24,31,0,0,1,0,0,1,0,1,0,0,1,1
7100,Wolves,Newcastle,D,0,0,D,22,9,6,3,7,9,13,1,1,3,0,0,34,22,33,34,0,1,1,1,0,0,0,0,1,0,1,0
7101,Cardiff,Watford,A,0,1,A,15,12,6,7,10,11,3,3,1,2,0,0,24,34,47,34,1,0,1,0,0,1,1,0,0,0,0,0
7102,West Ham,Fulham,H,2,1,H,21,8,7,5,11,11,12,0,1,1,0,0,32,25,39,58,0,1,0,0,1,1,0,1,0,1,1,1
7103,Bournemouth,Wolves,D,1,0,H,10,10,3,2,10,15,9,8,4,5,0,0,37,34,47,33,1,0,1,0,1,0,0,1,1,0,1,1
7104,Burnley,Tottenham,H,0,0,D,10,17,4,6,9,12,7,6,1,3,0,0,29,54,47,25,1,0,0,1,0,1,0,0,1,1,1,0
7105,Leicester,Crystal Palace,A,0,1,A,27,7,5,5,7,14,8,3,2,1,0,0,31,27,34,34,0,0,0,1,1,0,0,1,1,1,0,1
7106,Newcastle,Huddersfield,H,0,0,D,29,3,12,1,11,7,12,0,2,0,0,1,22,14,34,48,0,1,0,0,0,1,1,0,1,0,1,1
7107,Arsenal,Southampton,H,2,0,H,12,10,4,4,7,14,6,4,0,0,0,0,53,28,37,44,0,0,1,0,1,1,0,0,0,1,0,0
7108,Man United,Liverpool,D,0,0,D,6,7,3,1,15,17,3,7,1,3,0,0,52,59,35,15,0,0,1,0,1,0,0,0,1,0,1,1
7109,Cardiff,Everton,A,0,1,A,6,12,0,4,12,12,3,4,3,1,0,0,24,36,47,38,1,0,1,0,0,1,0,0,0,1,0,1
7110,Huddersfield,Wolves,H,0,0,D,15,7,3,0,10,10,3,5,2,2,0,0,14,35,50,34,1,0,1,1,0,0,0,1,1,0,1,1
7111,Leicester,Brighton,H,1,0,H,19,15,3,3,6,4,4,8,1,1,0,0,32,29,38,41,0,0,0,1,1,0,1,0,1,1,0,0
7112,Newcastle,Burnley,H,2,0,H,12,12,3,2,8,8,4,7,1,3,0,0,24,31,34,48,0,1,0,0,0,1,1,0,0,1,0,1
7113,Arsenal,Bournemouth,H,2,1,H,16,13,6,5,11,9,9,4,2,2,0,0,55,38,37,48,0,0,1,0,1,1,1,0,1,0,1,0
7114,Chelsea,Tottenham,H,0,0,D,11,9,1,0,7,14,2,2,1,1,0,0,47,55,29,27,0,0,0,0,1,0,0,0,1,1,1,0
7115,Crystal Palace,Man United,A,0,1,A,17,13,2,4,8,9,5,6,2,3,0,0,31,52,35,35,0,1,1,1,1,0,0,0,1,1,0,1
7116,Liverpool,Watford,H,2,0,H,19,5,10,3,5,7,6,4,0,2,0,0,59,39,15,35,0,0,0,1,1,1,1,0,0,0,0,0
7117,Man City,West Ham,H,0,0,D,20,2,7,1,2,6,12,2,0,2,0,0,74,35,20,40,0,1,0,0,0,0,0,0,0,0,1,0
7118,Southampton,Fulham,H,2,0,H,14,14,4,4,15,13,7,4,0,1,0,0,28,26,46,61,0,1,0,0,1,0,0,1,0,1,1,1
7119,Bournemouth,Man City,A,0,0,D,0,23,0,7,7,7,0,14,1,2,0,0,38,74,48,20,1,0,1,0,1,0,0,0,0,0,0,1
7120,Brighton,Huddersfield,H,0,0,D,13,6,4,4,11,6,6,3,2,2,0,0,30,15,41,50,1,0,1,0,1,1,1,0,1,0,1,1
7121,Burnley,Crystal Palace,A,0,1,A,18,10,4,4,9,9,8,5,1,2,0,0,31,32,50,38,1,0,0,1,0,1,0,1,1,1,0,1
7122,Man United,Southampton,H,0,1,A,16,6,6,3,7,10,9,7,2,1,0,0,55,30,36,46,0,0,1,0,1,0,0,0,0,1,0,0
7123,Tottenham,Arsenal,D,0,1,A,10,9,3,4,15,14,3,4,3,2,0,1,55,60,29,38,0,0,1,0,0,1,0,0,1,0,0,0
7124,West Ham,Newcastle,H,2,0,H,10,17,4,2,8,14,1,6,3,4,0,0,35,26,41,34,0,1,0,0,1,1,0,0,1,0,1,0
7125,Wolves,Cardiff,H,2,0,H,13,12,6,4,11,6,7,8,1,2,0,0,35,25,35,55,0,1,1,1,0,0,1,0,1,0,0,1
7126,Everton,Liverpool,D,0,0,D,7,10,3,3,12,10,3,7,1,2,0,0,39,64,39,15,0,0,1,1,1,1,0,0,1,0,1,1
7127,Fulham,Chelsea,A,1,2,A,12,20,5,7,11,10,5,4,2,1,0,0,26,49,63,30,0,1,0,1,1,1,0,0,1,1,0,0
7128,Watford,Leicester,H,1,0,H,6,14,5,2,15,12,1,5,5,1,0,0,39,34,40,39,1,0,0,0,1,0,0,1,0,0,1,1
7129,Cardiff,West Ham,H,1,0,H,16,9,7,2,7,12,7,5,2,1,0,0,25,35,55,41,1,0,1,0,0,1,0,0,0,0,1,0
7130,Crystal Palace,Brighton,A,0,1,A,15,4,3,3,8,18,8,0,1,5,0,0,35,32,39,42,0,1,1,1,1,0,1,0,1,1,0,0
7131,Huddersfield,Bournemouth,A,0,1,A,8,8,1,5,14,9,6,5,3,1,0,0,15,39,51,54,1,0,1,1,0,0,1,0,1,0,1,0
7132,Leicester,Fulham,H,1,0,H,18,6,8,3,9,13,6,5,0,2,0,0,35,27,41,65,0,0,0,1,1,0,0,1,0,1,1,1
7133,Man City,Watford,H,0,0,D,19,2,9,1,11,7,9,1,1,1,0,0,76,41,20,41,0,1,0,0,0,0,1,0,0,0,0,0
7134,Newcastle,Everton,H,0,2,A,19,7,7,3,13,10,8,2,3,1,0,0,26,39,36,39,0,1,0,0,0,1,0,0,0,1,0,1
7135,Southampton,Tottenham,H,0,1,A,12,16,4,5,16,9,1,10,4,2,0,0,32,56,49,30,0,1,0,0,1,0,0,0,1,1,1,0
7136,Arsenal,Man United,H,1,0,H,14,14,3,4,12,18,5,2,2,2,0,0,61,58,39,38,0,0,1,0,1,1,0,0,1,1,0,1
7137,Chelsea,Wolves,D,0,0,D,22,2,6,1,8,14,13,0,1,4,0,0,50,37,31,35,0,0,0,0,1,0,0,1,1,0,1,1
7138,Liverpool,Burnley,H,2,1,H,23,3,5,2,4,7,7,3,2,0,0,0,64,32,15,53,0,0,0,1,1,1,1,0,0,1,0,1
7139,Bournemouth,Newcastle,D,0,1,A,10,12,3,4,9,12,6,6,3,2,0,0,39,26,54,36,1,0,1,0,1,0,0,0,1,0,1,0
7140,Burnley,Leicester,A,1,1,D,13,9,2,4,9,10,9,3,1,1,0,1,34,38,57,42,1,0,0,1,0,1,0,1,0,0,1,1
7141,West Ham,Huddersfield,H,1,2,A,16,15,5,5,7,15,5,8,0,2,0,0,37,15,43,53,0,1,0,0,1,1,1,0,1,0,1,1
7142,Everton,Chelsea,H,0,0,D,15,16,8,5,17,9,3,4,1,2,0,0,41,50,42,33,0,0,1,1,1,1,0,0,1,1,0,0
7143,Fulham,Liverpool,A,0,1,A,7,16,2,6,11,7,1,10,2,1,0,0,28,68,68,17,0,1,0,1,1,1,0,0,1,0,1,1
7144,Brighton,Southampton,A,0,0,D,14,8,1,2,8,10,6,5,1,2,0,0,32,34,43,50,1,0,1,0,1,1,0,0,0,1,0,0
7145,Burnley,Wolves,H,1,0,H,5,8,1,1,12,10,1,5,1,1,0,0,34,38,57,36,1,0,0,1,0,1,0,1,1,0,1,1
7146,Crystal Palace,Huddersfield,H,0,0,D,19,15,5,5,10,7,5,5,0,0,0,0,36,15,41,53,0,1,1,1,1,0,1,0,1,0,1,1
7147,Fulham,Man City,A,0,2,A,5,24,0,7,4,12,0,11,2,0,0,0,28,79,68,21,0,1,0,1,1,1,0,0,0,0,0,1
7148,Leicester,Bournemouth,H,1,0,H,18,8,4,2,6,12,6,1,0,2,0,0,38,41,42,54,0,0,0,1,1,0,1,0,1,0,1,0
7149,Man United,Watford,H,1,0,H,8,20,5,8,14,9,3,5,1,2,0,0,58,42,40,44,0,0,1,0,1,0,1,0,0,0,0,0
7150,West Ham,Everton,A,0,2,A,3,17,1,9,7,14,4,9,1,1,0,0,41,43,46,42,0,1,0,0,1,1,0,0,0,1,0,1
7151,Cardiff,Chelsea,A,0,0,D,8,21,3,3,8,14,2,7,2,3,0,0,28,52,59,34,1,0,1,0,0,1,0,0,1,1,0,0
7152,Liverpool,Tottenham,H,1,0,H,14,11,3,2,5,8,10,3,0,1,0,0,70,58,18,34,0,0,0,1,1,1,0,0,1,1,1,0
